Genenames	KeggTerms
Cluster-2917.169269	ko00071
Cluster-2917.88874	ko00071
Cluster-95678.0	ko00071
Cluster-5911.0	ko00071
Cluster-29923.0	ko00071
Cluster-71267.0	ko00071
Cluster-2917.18967	ko00071
Cluster-28880.0	ko00071
Cluster-50036.0	ko00071
Cluster-46565.0	ko00071
Cluster-2917.114529	ko00071
Cluster-97096.0	ko00071
Cluster-2917.147081	ko00071
Cluster-9004.0	ko00071
Cluster-26497.0	ko00071
Cluster-2917.102645	ko00071
Cluster-2917.163380	ko00071
Cluster-25801.0	ko00071
Cluster-2917.160067	ko00071
Cluster-2917.27783	ko00071
Cluster-2917.79921	ko00071
Cluster-79855.1	ko00071
Cluster-93018.0	ko00071
Cluster-2917.127739	ko00071
Cluster-3296.1	ko00071
Cluster-2917.168530	ko00071
Cluster-2917.124421	ko00071
Cluster-79202.0	ko00071
Cluster-2917.36103	ko00071
Cluster-52296.0	ko00071
Cluster-37600.0	ko00071
Cluster-90141.0	ko00071
Cluster-8024.0	ko00071
Cluster-28394.1	ko00071
Cluster-2917.24897	ko00071
Cluster-57845.1	ko00071
Cluster-72391.0	ko00071
Cluster-17435.0	ko00071
Cluster-51166.3	ko00071
Cluster-2917.51437	ko00071
Cluster-2917.24547	ko00071
Cluster-23188.0	ko00071
Cluster-2917.34233	ko00071
Cluster-2917.75132	ko00071
Cluster-2917.102535	ko00071
Cluster-2917.166892	ko00071
Cluster-93339.0	ko00071
Cluster-2917.76012	ko00071
Cluster-62962.0	ko00071
Cluster-2917.1145	ko00071
Cluster-2917.168101	ko00071
Cluster-2917.7969	ko00071
Cluster-2917.59800	ko00071
Cluster-2917.57000	ko00071
Cluster-3811.1	ko00071
Cluster-2917.29473	ko00071
Cluster-39302.0	ko00071
Cluster-2917.113182	ko00071
Cluster-84315.0	ko00071
Cluster-2917.77083	ko00071
Cluster-33085.0	ko00071
Cluster-2917.123128	ko00071
Cluster-2917.131485	ko00062
Cluster-79202.0	ko00062
Cluster-9004.0	ko00062
Cluster-2917.147081	ko00062
Cluster-2917.101841	ko00062
Cluster-2917.61218	ko00062
Cluster-2917.73276	ko00062
Cluster-2917.114403	ko00062
Cluster-2917.24897	ko00062
Cluster-8024.0	ko00062
Cluster-84315.0	ko00062
Cluster-2917.77083	ko00062
Cluster-2917.29473	ko00062
Cluster-2917.7969	ko00062
Cluster-2917.168101	ko00062
Cluster-82695.0	ko00062
Cluster-2917.1145	ko00062
Cluster-62962.0	ko00062
Cluster-2917.96269	ko00561
Cluster-2917.104253	ko00561
Cluster-2917.106352	ko00561
Cluster-2917.27747	ko00561
Cluster-33085.0	ko00561
Cluster-16875.0	ko00561
Cluster-57845.1	ko00561
Cluster-2917.130397	ko00561
Cluster-2917.75508	ko00561
Cluster-13351.0	ko00561
Cluster-2917.65385	ko00561
Cluster-2917.43651	ko00561
Cluster-2917.79681	ko00561
Cluster-97096.0	ko00561
Cluster-2917.126245	ko00561
Cluster-2917.148939	ko00561
Cluster-2917.84589	ko00561
Cluster-2917.75132	ko00561
Cluster-2917.166892	ko00561
Cluster-93339.0	ko00561
Cluster-80092.0	ko00561
Cluster-2917.44609	ko00561
Cluster-71267.0	ko00561
Cluster-37600.0	ko00561
Cluster-2917.131547	ko00561
Cluster-93018.0	ko00561
Cluster-61825.1	ko00561
Cluster-83900.0	ko00561
Cluster-2917.99985	ko00561
Cluster-39025.0	ko00561
Cluster-2917.36103	ko00561
Cluster-2917.169269	ko00561
Cluster-2917.79682	ko00561
Cluster-29923.0	ko00561
Cluster-5911.0	ko00561
Cluster-2917.84330	ko00564
Cluster-82843.0	ko00564
Cluster-2917.45100	ko00564
Cluster-2917.96814	ko00564
Cluster-2917.99985	ko00564
Cluster-2917.84589	ko00564
Cluster-37121.0	ko00564
Cluster-2917.126245	ko00564
Cluster-79268.0	ko00564
Cluster-80962.1	ko00564
Cluster-2917.43651	ko00564
Cluster-96954.0	ko00564
Cluster-2917.3660	ko00564
Cluster-2917.65708	ko00564
Cluster-13351.0	ko00564
Cluster-88183.2	ko00564
Cluster-2917.65385	ko00564
Cluster-2917.80191	ko00564
Cluster-2917.101678	ko00564
Cluster-2917.118404	ko00564
Cluster-2917.153198	ko00564
Cluster-2917.116704	ko00564
Cluster-27461.1	ko00564
Cluster-2917.95708	ko00564
Cluster-2917.86754	ko00564
Cluster-2917.44609	ko00564
Cluster-2917.106352	ko00564
Cluster-2917.98984	ko00564
Cluster-2917.80191	ko00591
Cluster-2917.150391	ko00591
Cluster-2917.118404	ko00591
Cluster-2917.84330	ko00591
Cluster-2917.45100	ko00591
Cluster-76460.0	ko00120
Cluster-44105.0	ko00120
Cluster-43267.1	ko00120
Cluster-2917.56099	ko00120
Cluster-2917.10252	ko00120
Cluster-2917.24985	ko00120
Cluster-2917.163475	ko00120
Cluster-2917.24980	ko00120
Cluster-5603.0	ko00120
Cluster-2917.114607	ko00600
Cluster-2917.126245	ko00600
Cluster-47607.0	ko00600
Cluster-2917.85326	ko00600
Cluster-2917.117089	ko00600
Cluster-2917.114196	ko00600
Cluster-2917.133010	ko00600
Cluster-2917.106352	ko00600
Cluster-2917.77765	ko00600
Cluster-13351.0	ko00600
Cluster-2917.24547	ko00100
Cluster-586.0	ko00100
Cluster-2917.134625	ko00100
Cluster-61825.1	ko00100
Cluster-67960.0	ko00100
Cluster-2917.104253	ko00100
Cluster-17435.0	ko00100
Cluster-2917.114529	ko00100
Cluster-2917.131547	ko00100
Cluster-2917.114403	ko00140
Cluster-2917.79961	ko00140
Cluster-44169.1	ko00140
Cluster-2917.150391	ko00140
Cluster-30785.0	ko00140
Cluster-2917.56099	ko00140
Cluster-2917.123583	ko00140
Cluster-2917.42381	ko00140
Cluster-96059.0	ko00140
Cluster-82695.0	ko00140
Cluster-2917.150602	ko00140
Cluster-51166.3	ko00072
Cluster-2917.51437	ko00072
Cluster-2917.16798	ko00072
Cluster-60858.1	ko00072
Cluster-42391.0	ko00072
Cluster-2917.160067	ko00072
Cluster-2917.163380	ko00072
Cluster-49038.1	ko00072
Cluster-2917.34233	ko00072
Cluster-2917.57000	ko00072
Cluster-2917.59800	ko00072
Cluster-3811.1	ko00072
Cluster-25333.0	ko00072
Cluster-39302.0	ko00072
Cluster-11625.0	ko00072
Cluster-2917.148715	ko00072
Cluster-75599.0	ko00072
Cluster-2917.113182	ko00072
Cluster-2917.52230	ko00072
Cluster-2917.39036	ko00072
Cluster-32460.0	ko00072
Cluster-52296.0	ko00072
Cluster-61646.1	ko00072
Cluster-2917.162758	ko00072
Cluster-2917.168530	ko00072
Cluster-97581.0	ko00072
Cluster-2917.115079	ko00072
Cluster-2917.147575	ko00072
Cluster-2917.16796	ko00072
Cluster-2917.16594	ko00072
Cluster-2917.18967	ko00072
Cluster-2917.148710	ko00072
Cluster-90141.0	ko00072
Cluster-41612.0	ko00072
Cluster-2917.164788	ko00072
Cluster-2917.84330	ko00592
Cluster-2917.118404	ko00592
Cluster-2917.45100	ko00592
Cluster-2917.80191	ko00592
Cluster-2917.102645	ko00592
Cluster-2917.124421	ko00592
Cluster-49044.0	ko00780
Cluster-81349.0	ko00780
Cluster-54071.0	ko00790
Cluster-92009.0	ko00790
Cluster-2917.136481	ko00790
Cluster-2917.149976	ko00790
Cluster-2917.25310	ko00790
Cluster-2917.156889	ko00790
Cluster-2917.38999	ko00790
Cluster-2917.88776	ko00790
Cluster-2917.144382	ko00790
Cluster-2917.135921	ko00790
Cluster-94026.2	ko00790
Cluster-65195.0	ko00790
Cluster-2375.0	ko00790
Cluster-2917.11727	ko00790
Cluster-2917.167575	ko00785
Cluster-28671.0	ko00785
Cluster-34387.0	ko00785
Cluster-2917.89054	ko00760
Cluster-4013.0	ko00760
Cluster-68099.0	ko00760
Cluster-2917.14314	ko00760
Cluster-2917.115947	ko00760
Cluster-16109.1	ko00760
Cluster-2917.65832	ko00760
Cluster-16349.0	ko00760
Cluster-71200.0	ko00760
Cluster-2917.102995	ko00760
Cluster-12855.0	ko00760
Cluster-4082.0	ko00760
Cluster-24614.0	ko00760
Cluster-59463.0	ko00760
Cluster-2917.114840	ko00760
Cluster-80494.0	ko00760
Cluster-68250.0	ko00760
Cluster-65114.0	ko00760
Cluster-2917.1080	ko00760
Cluster-81163.0	ko00760
Cluster-2917.3982	ko00760
Cluster-41825.0	ko00760
Cluster-2917.63595	ko00760
Cluster-2917.2177	ko00760
Cluster-2917.126842	ko00760
Cluster-73668.0	ko00670
Cluster-2917.37855	ko00670
Cluster-2917.18916	ko00670
Cluster-48819.0	ko00670
Cluster-87691.0	ko00670
Cluster-68463.1	ko00670
Cluster-9511.0	ko00670
Cluster-2917.26207	ko00670
Cluster-80648.4	ko00670
Cluster-2917.42781	ko00670
Cluster-2917.152439	ko00670
Cluster-2917.106678	ko00670
Cluster-74514.0	ko00670
Cluster-91468.3	ko00670
Cluster-2917.22307	ko00670
Cluster-2917.17698	ko00670
Cluster-2917.858	ko00670
Cluster-2917.38999	ko00670
Cluster-2917.112645	ko00670
Cluster-2917.146252	ko00670
Cluster-2917.14140	ko00670
Cluster-47452.1	ko00670
Cluster-69506.1	ko00670
Cluster-2917.156889	ko00670
Cluster-2917.168319	ko00670
Cluster-2917.42655	ko00670
Cluster-2917.129253	ko00670
Cluster-86762.3	ko00670
Cluster-2917.71371	ko00670
Cluster-2917.33045	ko00670
Cluster-2917.162736	ko00670
Cluster-2917.27138	ko00670
Cluster-2917.27139	ko00670
Cluster-67206.0	ko00670
Cluster-37999.0	ko00670
Cluster-54779.0	ko00670
Cluster-2917.125250	ko00670
Cluster-2917.45789	ko00670
Cluster-2917.109042	ko00670
Cluster-16275.1	ko00670
Cluster-2917.50159	ko00670
Cluster-2917.162213	ko00670
Cluster-2917.70883	ko00670
Cluster-2917.162933	ko00670
Cluster-2917.142218	ko00670
Cluster-2917.17699	ko00670
Cluster-62747.0	ko00670
Cluster-88779.0	ko00670
Cluster-2917.95761	ko00670
Cluster-27336.0	ko00670
Cluster-2917.157252	ko00770
Cluster-68250.0	ko00770
Cluster-37320.0	ko00770
Cluster-2917.97403	ko00770
Cluster-2917.161130	ko00770
Cluster-2917.166400	ko00770
Cluster-60787.0	ko00770
Cluster-2917.69976	ko00770
Cluster-2917.71789	ko00770
Cluster-2917.125065	ko00860
Cluster-29700.0	ko00860
Cluster-30906.2	ko00860
Cluster-77503.0	ko00860
Cluster-2917.57840	ko00860
Cluster-41402.0	ko00860
Cluster-3659.0	ko00860
Cluster-2917.172277	ko00860
Cluster-2917.34476	ko00860
Cluster-2917.152594	ko00860
Cluster-2917.11996	ko00860
Cluster-2917.123583	ko00860
Cluster-2917.97190	ko00860
Cluster-13968.0	ko00860
Cluster-9214.0	ko00860
Cluster-2917.145261	ko00860
Cluster-2917.89171	ko00860
Cluster-37744.0	ko00860
Cluster-44362.0	ko00860
Cluster-2917.137400	ko00860
Cluster-2917.133213	ko00860
Cluster-65714.1	ko00860
Cluster-73280.1	ko00860
Cluster-2917.51338	ko00860
Cluster-13434.0	ko00860
Cluster-2917.79961	ko00860
Cluster-2917.133209	ko00860
Cluster-2917.150179	ko00860
Cluster-10894.2	ko00860
Cluster-2917.42381	ko00860
Cluster-2917.41497	ko00860
Cluster-64349.1	ko00860
Cluster-82965.0	ko00860
Cluster-4013.0	ko00830
Cluster-68099.0	ko00830
Cluster-94658.0	ko00830
Cluster-2917.35822	ko00830
Cluster-2917.42381	ko00830
Cluster-57806.0	ko00830
Cluster-73630.0	ko00830
Cluster-79855.1	ko00830
Cluster-28880.0	ko00830
Cluster-70190.0	ko00830
Cluster-2917.79823	ko00830
Cluster-2917.150391	ko00830
Cluster-2917.131135	ko00830
Cluster-2917.79961	ko00830
Cluster-48521.0	ko00830
Cluster-40179.0	ko00830
Cluster-72391.0	ko00830
Cluster-2917.131573	ko00830
Cluster-44990.1	ko00830
Cluster-2917.123583	ko00830
Cluster-2917.171579	ko00830
Cluster-25801.0	ko00830
Cluster-95678.0	ko00830
Cluster-2917.2177	ko00830
Cluster-2917.159495	ko00730
Cluster-2917.159496	ko00730
Cluster-2917.148245	ko00730
Cluster-63764.0	ko00730
Cluster-44177.0	ko00730
Cluster-48884.0	ko00130
Cluster-22225.0	ko00130
Cluster-42161.0	ko00130
Cluster-2917.92492	ko00130
Cluster-42161.3	ko00130
Cluster-45455.0	ko00130
Cluster-2917.153154	ko00130
Cluster-2917.167378	ko00130
Cluster-2917.131690	ko00130
Cluster-2917.17060	ko00130
Cluster-2917.172888	ko00750
Cluster-2917.99637	ko00750
Cluster-4013.0	ko00750
Cluster-68099.0	ko00750
Cluster-2917.82243	ko00750
Cluster-2917.151833	ko00750
Cluster-2917.62202	ko00750
Cluster-31786.0	ko00750
Cluster-2917.2177	ko00750
Cluster-49152.0	ko00750
Cluster-2917.50159	ko00460
Cluster-2917.858	ko00460
Cluster-88935.0	ko00460
Cluster-2917.75230	ko00460
Cluster-83380.0	ko00460
Cluster-88779.0	ko00460
Cluster-2917.42655	ko00460
Cluster-2917.17105	ko00460
Cluster-2917.17929	ko00471
Cluster-2917.17105	ko00471
Cluster-83380.0	ko00471
Cluster-55800.0	ko00480
Cluster-16690.1	ko00480
Cluster-30334.0	ko00480
Cluster-2917.131127	ko00480
Cluster-2917.77329	ko00480
Cluster-2917.131306	ko00480
Cluster-89248.0	ko00480
Cluster-2917.151295	ko00480
Cluster-2917.153159	ko00480
Cluster-2917.140379	ko00480
Cluster-88281.0	ko00480
Cluster-2917.16093	ko00480
Cluster-2917.102661	ko00480
Cluster-25001.0	ko00480
Cluster-2917.95366	ko00480
Cluster-33129.0	ko00480
Cluster-2917.167560	ko00480
Cluster-2917.148235	ko00480
Cluster-2917.172308	ko00480
Cluster-20812.1	ko00480
Cluster-2917.71018	ko00480
Cluster-43854.0	ko00480
Cluster-2917.168200	ko00480
Cluster-2917.158986	ko00480
Cluster-65253.20	ko00480
Cluster-27778.1	ko00480
Cluster-2917.75230	ko00480
Cluster-2917.76354	ko00480
Cluster-802.0	ko00480
Cluster-2917.153120	ko00450
Cluster-40693.0	ko00450
Cluster-2917.103955	ko00450
Cluster-2917.106189	ko00450
Cluster-2917.22307	ko00450
Cluster-29261.0	ko00450
Cluster-66455.0	ko00450
Cluster-78979.0	ko00450
Cluster-23713.0	ko00450
Cluster-2917.146252	ko00450
Cluster-69506.1	ko00450
Cluster-2917.129398	ko00450
Cluster-2917.4292	ko00450
Cluster-2917.89964	ko00450
Cluster-2917.96675	ko00450
Cluster-4011.0	ko00450
Cluster-2917.33045	ko00450
Cluster-2917.162736	ko00450
Cluster-74514.0	ko00450
Cluster-2917.42781	ko00450
Cluster-46836.0	ko00450
Cluster-39980.0	ko00450
Cluster-2917.152439	ko00450
Cluster-2917.75230	ko00430
Cluster-2917.40347	ko00430
Cluster-93018.0	ko00410
Cluster-2917.54157	ko00410
Cluster-69535.2	ko00410
Cluster-2917.11050	ko00410
Cluster-79202.0	ko00410
Cluster-2917.36103	ko00410
Cluster-2917.169269	ko00410
Cluster-29923.0	ko00410
Cluster-5911.0	ko00410
Cluster-2917.161130	ko00410
Cluster-71267.0	ko00410
Cluster-37320.0	ko00410
Cluster-2917.167571	ko00410
Cluster-37600.0	ko00410
Cluster-2917.167585	ko00410
Cluster-50036.0	ko00410
Cluster-38718.0	ko00410
Cluster-57845.1	ko00410
Cluster-97096.0	ko00410
Cluster-2917.58427	ko00410
Cluster-2917.147081	ko00410
Cluster-2917.113322	ko00410
Cluster-2917.6646	ko00410
Cluster-2917.69976	ko00410
Cluster-2917.75132	ko00410
Cluster-9004.0	ko00410
Cluster-2917.166892	ko00410
Cluster-2917.31383	ko00410
Cluster-93339.0	ko00410
Cluster-80176.3	ko00410
Cluster-2917.168101	ko00410
Cluster-2917.16172	ko00410
Cluster-62962.0	ko00410
Cluster-2917.1145	ko00410
Cluster-19552.0	ko00410
Cluster-11516.0	ko00410
Cluster-2917.157252	ko00410
Cluster-2917.71789	ko00410
Cluster-2917.77083	ko00410
Cluster-84315.0	ko00410
Cluster-2917.79921	ko00410
Cluster-2917.166400	ko00410
Cluster-33085.0	ko00410
Cluster-2917.94328	ko00981
Cluster-2917.125724	ko00981
Cluster-2917.104238	ko00981
Cluster-2917.135873	ko00981
Cluster-87988.3	ko00981
Cluster-30646.0	ko00523
Cluster-25881.0	ko00523
Cluster-2917.97426	ko00900
Cluster-2917.69866	ko00900
Cluster-2917.113182	ko00900
Cluster-87988.3	ko00900
Cluster-25881.0	ko00900
Cluster-39302.0	ko00900
Cluster-90141.0	ko00900
Cluster-2917.29859	ko00900
Cluster-2917.138782	ko00900
Cluster-3811.1	ko00900
Cluster-2917.59800	ko00900
Cluster-2917.18967	ko00900
Cluster-30646.0	ko00900
Cluster-2917.160067	ko00900
Cluster-52296.0	ko00900
Cluster-2917.163380	ko00900
Cluster-2917.115079	ko00900
Cluster-2917.34233	ko00900
Cluster-2917.168530	ko00900
Cluster-2917.51437	ko00900
Cluster-2917.39036	ko00900
Cluster-2917.125724	ko00900
Cluster-51166.3	ko00900
Cluster-32460.0	ko00900
Cluster-2917.125905	ko00900
Cluster-30334.0	ko00230
Cluster-2917.5659	ko00230
Cluster-2917.27139	ko00230
Cluster-82109.0	ko00230
Cluster-2917.89054	ko00230
Cluster-2917.27138	ko00230
Cluster-11412.0	ko00230
Cluster-16349.0	ko00230
Cluster-2917.45789	ko00230
Cluster-2917.42943	ko00230
Cluster-2917.25554	ko00230
Cluster-2917.130716	ko00230
Cluster-84366.0	ko00230
Cluster-68250.0	ko00230
Cluster-2917.167560	ko00230
Cluster-2917.96220	ko00230
Cluster-2917.112445	ko00230
Cluster-2917.142218	ko00230
Cluster-2917.17699	ko00230
Cluster-2917.18916	ko00230
Cluster-48819.0	ko00230
Cluster-19708.0	ko00230
Cluster-73668.0	ko00230
Cluster-22638.0	ko00230
Cluster-2917.26207	ko00230
Cluster-9412.0	ko00230
Cluster-52878.0	ko00230
Cluster-56792.0	ko00230
Cluster-2917.102995	ko00230
Cluster-2917.123937	ko00230
Cluster-53268.0	ko00230
Cluster-2917.148760	ko00230
Cluster-33129.0	ko00230
Cluster-2917.63404	ko00230
Cluster-63617.0	ko00230
Cluster-2917.40642	ko00230
Cluster-85641.0	ko00230
Cluster-2917.118623	ko00230
Cluster-2917.126842	ko00230
Cluster-2917.23459	ko00230
Cluster-41825.0	ko00230
Cluster-2917.8690	ko00230
Cluster-66455.0	ko00230
Cluster-14138.1	ko00230
Cluster-2917.77995	ko00230
Cluster-2917.71864	ko00230
Cluster-2917.76076	ko00230
Cluster-43957.0	ko00230
Cluster-82226.0	ko00230
Cluster-54779.0	ko00230
Cluster-36483.1	ko00230
Cluster-67206.0	ko00230
Cluster-46836.0	ko00230
Cluster-85937.0	ko00230
Cluster-41063.0	ko00230
Cluster-2917.44603	ko00230
Cluster-2917.162213	ko00230
Cluster-2917.66644	ko00230
Cluster-51017.0	ko00230
Cluster-2917.31411	ko00230
Cluster-4808.0	ko00230
Cluster-2917.162933	ko00230
Cluster-2917.163290	ko00230
Cluster-2917.124165	ko00230
Cluster-2917.153631	ko00230
Cluster-73938.0	ko00230
Cluster-81163.0	ko00230
Cluster-2917.146141	ko00230
Cluster-2917.83939	ko00230
Cluster-65114.0	ko00230
Cluster-2917.1937	ko00230
Cluster-68463.1	ko00230
Cluster-2917.192	ko00230
Cluster-2917.65832	ko00230
Cluster-2917.3067	ko00230
Cluster-2917.147648	ko00230
Cluster-2917.17698	ko00230
Cluster-2917.660	ko00230
Cluster-47452.1	ko00230
Cluster-2917.655	ko00230
Cluster-92735.0	ko00230
Cluster-2917.167167	ko00230
Cluster-14264.6	ko00230
Cluster-2917.110225	ko00230
Cluster-2917.76076	ko00240
Cluster-2917.71864	ko00240
Cluster-2917.161130	ko00240
Cluster-82226.0	ko00240
Cluster-2917.156074	ko00240
Cluster-2917.89054	ko00240
Cluster-2917.71371	ko00240
Cluster-2917.167298	ko00240
Cluster-30334.0	ko00240
Cluster-2917.141272	ko00240
Cluster-37320.0	ko00240
Cluster-2917.77995	ko00240
Cluster-14716.0	ko00240
Cluster-2917.73616	ko00240
Cluster-2917.73281	ko00240
Cluster-2917.6716	ko00240
Cluster-2917.141273	ko00240
Cluster-16349.0	ko00240
Cluster-12805.0	ko00240
Cluster-83048.0	ko00240
Cluster-2917.66644	ko00240
Cluster-58251.0	ko00240
Cluster-84366.0	ko00240
Cluster-87302.0	ko00240
Cluster-9711.0	ko00240
Cluster-16275.1	ko00240
Cluster-2917.106189	ko00240
Cluster-32088.0	ko00240
Cluster-47680.0	ko00240
Cluster-2917.167560	ko00240
Cluster-2917.83939	ko00240
Cluster-81163.0	ko00240
Cluster-65114.0	ko00240
Cluster-92975.0	ko00240
Cluster-9412.0	ko00240
Cluster-2917.96675	ko00240
Cluster-2917.157252	ko00240
Cluster-2917.37855	ko00240
Cluster-2917.166400	ko00240
Cluster-2917.71789	ko00240
Cluster-2917.10635	ko00240
Cluster-2917.127427	ko00240
Cluster-2917.65832	ko00240
Cluster-2917.102995	ko00240
Cluster-2917.127011	ko00240
Cluster-33129.0	ko00240
Cluster-2917.63404	ko00240
Cluster-2917.144588	ko00240
Cluster-2917.91332	ko00240
Cluster-66711.0	ko00240
Cluster-84378.0	ko00240
Cluster-2917.69976	ko00240
Cluster-2917.166962	ko00240
Cluster-2917.118623	ko00240
Cluster-2917.126842	ko00240
Cluster-41825.0	ko00240
Cluster-63997.0	ko00240
Cluster-2917.167167	ko00240
Cluster-2917.8690	ko00240
Cluster-60787.0	ko01210
Cluster-85593.1	ko01210
Cluster-63385.2	ko01210
Cluster-22882.0	ko01210
Cluster-2917.155200	ko01210
Cluster-2917.151273	ko01210
Cluster-26118.1	ko01210
Cluster-35233.1	ko01210
Cluster-85288.0	ko01210
Cluster-33265.1	ko01210
Cluster-23689.2	ko01210
Cluster-2917.159930	ko01210
Cluster-2917.52738	ko01210
Cluster-2917.564	ko01210
Cluster-24322.0	ko01210
Cluster-2917.31774	ko01210
Cluster-2917.159929	ko01210
Cluster-2917.16093	ko01210
Cluster-2917.105280	ko01210
Cluster-42424.0	ko01210
Cluster-2917.107355	ko01210
Cluster-2917.97403	ko01210
Cluster-46763.0	ko01210
Cluster-23689.1	ko01210
Cluster-67971.1	ko01230
Cluster-2917.564	ko01230
Cluster-11325.0	ko01230
Cluster-40693.0	ko01230
Cluster-2917.52738	ko01230
Cluster-2917.120877	ko01230
Cluster-33265.1	ko01230
Cluster-2917.14333	ko01230
Cluster-2917.159717	ko01230
Cluster-48605.0	ko01230
Cluster-2917.158412	ko01230
Cluster-2917.151293	ko01230
Cluster-22882.0	ko01230
Cluster-2917.151273	ko01230
Cluster-26118.1	ko01230
Cluster-2917.107355	ko01230
Cluster-61024.0	ko01230
Cluster-2917.105280	ko01230
Cluster-2917.42943	ko01230
Cluster-2917.22307	ko01230
Cluster-2917.103955	ko01230
Cluster-26607.0	ko01230
Cluster-2917.57155	ko01230
Cluster-95041.0	ko01230
Cluster-24322.0	ko01230
Cluster-2917.858	ko01230
Cluster-2917.153120	ko01230
Cluster-97166.0	ko01230
Cluster-2917.96136	ko01230
Cluster-2917.28075	ko01230
Cluster-2917.25623	ko01230
Cluster-23556.0	ko01230
Cluster-80842.0	ko01230
Cluster-85288.0	ko01230
Cluster-69506.1	ko01230
Cluster-2917.62202	ko01230
Cluster-53326.1	ko01230
Cluster-2917.700	ko01230
Cluster-16760.0	ko01230
Cluster-23689.1	ko01230
Cluster-2917.9218	ko01230
Cluster-199.0	ko01230
Cluster-2917.35785	ko01230
Cluster-19708.0	ko01230
Cluster-12209.0	ko01230
Cluster-2917.157674	ko01230
Cluster-6171.2	ko01230
Cluster-2917.12851	ko01230
Cluster-75899.0	ko01230
Cluster-2917.152439	ko01230
Cluster-58019.0	ko01230
Cluster-2917.31774	ko01230
Cluster-2917.159929	ko01230
Cluster-2917.105713	ko01230
Cluster-51017.0	ko01230
Cluster-39381.0	ko01230
Cluster-2917.50159	ko01230
Cluster-2917.144762	ko01230
Cluster-2917.29507	ko01230
Cluster-2917.56534	ko01230
Cluster-2917.159930	ko01230
Cluster-2917.27886	ko01230
Cluster-4808.0	ko01230
Cluster-60787.0	ko01230
Cluster-44284.0	ko01230
Cluster-2917.13186	ko01230
Cluster-2917.13711	ko01230
Cluster-2917.155200	ko01230
Cluster-88779.0	ko01230
Cluster-35233.1	ko01230
Cluster-46763.0	ko01230
Cluster-43144.0	ko01230
Cluster-2917.33045	ko01230
Cluster-2917.162736	ko01230
Cluster-66003.0	ko01230
Cluster-2917.98756	ko01230
Cluster-2917.119931	ko01230
Cluster-2917.25621	ko01230
Cluster-2917.172888	ko01230
Cluster-90126.0	ko01230
Cluster-2917.16093	ko01230
Cluster-39980.0	ko01230
Cluster-2917.116311	ko01230
Cluster-49177.0	ko01230
Cluster-23689.2	ko01230
Cluster-2917.146252	ko01230
Cluster-2917.29352	ko01230
Cluster-2917.96219	ko01230
Cluster-2917.102060	ko01230
Cluster-14264.6	ko01230
Cluster-85593.1	ko01230
Cluster-63385.2	ko01230
Cluster-2917.42655	ko01230
Cluster-2917.97403	ko01230
Cluster-16250.0	ko01230
Cluster-2917.580	ko01230
Cluster-36363.0	ko01230
Cluster-2917.192	ko01230
Cluster-66476.0	ko01230
Cluster-2917.27934	ko01230
Cluster-2917.42781	ko01230
Cluster-10148.0	ko01230
Cluster-2917.160943	ko01230
Cluster-42424.0	ko01230
Cluster-2917.68315	ko01230
Cluster-74514.0	ko01230
Cluster-87988.3	ko01230
Cluster-2917.122022	ko01230
Cluster-36522.0	ko01230
Cluster-33938.0	ko01230
Cluster-14264.6	ko01200
Cluster-85593.1	ko01200
Cluster-2917.168319	ko01200
Cluster-9004.0	ko01200
Cluster-2917.42655	ko01200
Cluster-2917.31383	ko01200
Cluster-22983.0	ko01200
Cluster-2917.160067	ko01200
Cluster-37693.0	ko01200
Cluster-2917.156143	ko01200
Cluster-83178.0	ko01200
Cluster-30708.0	ko01200
Cluster-2917.159394	ko01200
Cluster-38230.0	ko01200
Cluster-2917.147081	ko01200
Cluster-2917.78133	ko01200
Cluster-2917.113322	ko01200
Cluster-72801.2	ko01200
Cluster-66476.0	ko01200
Cluster-13408.0	ko01200
Cluster-2917.580	ko01200
Cluster-2917.131439	ko01200
Cluster-90512.0	ko01200
Cluster-44284.0	ko01200
Cluster-2917.115079	ko01200
Cluster-2917.88874	ko01200
Cluster-2917.155200	ko01200
Cluster-55437.1	ko01200
Cluster-2917.104083	ko01200
Cluster-2917.135320	ko01200
Cluster-71282.0	ko01200
Cluster-65253.20	ko01200
Cluster-2917.17719	ko01200
Cluster-2917.29507	ko01200
Cluster-63690.1	ko01200
Cluster-43047.0	ko01200
Cluster-2917.146218	ko01200
Cluster-23201.0	ko01200
Cluster-90126.0	ko01200
Cluster-71429.1	ko01200
Cluster-2917.16093	ko01200
Cluster-2917.101589	ko01200
Cluster-89248.0	ko01200
Cluster-2917.172888	ko01200
Cluster-2917.6554	ko01200
Cluster-37094.0	ko01200
Cluster-2917.150743	ko01200
Cluster-2917.34233	ko01200
Cluster-2917.160783	ko01200
Cluster-75399.0	ko01200
Cluster-2917.29991	ko01200
Cluster-89665.1	ko01200
Cluster-85288.0	ko01200
Cluster-2917.62202	ko01200
Cluster-72391.0	ko01200
Cluster-2917.28075	ko01200
Cluster-2917.51437	ko01200
Cluster-55172.0	ko01200
Cluster-31804.0	ko01200
Cluster-95041.0	ko01200
Cluster-2917.31774	ko01200
Cluster-70437.0	ko01200
Cluster-2917.113182	ko01200
Cluster-5479.0	ko01200
Cluster-2917.159929	ko01200
Cluster-39302.0	ko01200
Cluster-2917.123128	ko01200
Cluster-2917.163021	ko01200
Cluster-58019.0	ko01200
