Genenames	KeggTerms
Cluster-30708.0	ko00280
Cluster-83178.0	ko00280
Cluster-2917.113322	ko00280
Cluster-97096.0	ko00280
Cluster-38230.0	ko00280
Cluster-2917.147081	ko00280
Cluster-2917.148715	ko00280
Cluster-25333.0	ko00280
Cluster-2917.168666	ko00280
Cluster-2917.580	ko00280
Cluster-77997.0	ko00280
Cluster-2917.97403	ko00280
Cluster-2917.115079	ko00280
Cluster-60787.0	ko00280
Cluster-2917.88874	ko00280
Cluster-2917.2177	ko00280
Cluster-5911.0	ko00280
Cluster-2917.168667	ko00280
Cluster-2917.17719	ko00280
Cluster-43047.0	ko00280
Cluster-31255.3	ko00280
Cluster-37094.0	ko00280
Cluster-46836.0	ko00232
Cluster-57824.0	ko00232
Cluster-66455.0	ko00232
Cluster-85937.0	ko00232
Cluster-82109.0	ko00232
Cluster-2917.1937	ko00232
Cluster-66455.0	ko00261
Cluster-46836.0	ko00261
Cluster-95417.1	ko00520
Cluster-2917.26784	ko00520
Cluster-16881.2	ko00520
Cluster-24329.0	ko00520
Cluster-29395.0	ko00520
Cluster-2917.105948	ko00520
Cluster-2917.99982	ko00520
Cluster-2917.39318	ko00520
Cluster-2917.128787	ko00520
Cluster-80463.0	ko00520
Cluster-2917.18005	ko00520
Cluster-2917.114540	ko00520
Cluster-2917.1944	ko00520
Cluster-2917.74537	ko00520
Cluster-2917.66918	ko00520
Cluster-2917.17779	ko00520
Cluster-2917.96220	ko00520
Cluster-41063.0	ko00520
Cluster-75836.0	ko00520
Cluster-2917.104114	ko00520
Cluster-2917.49026	ko00520
Cluster-2917.140593	ko00520
Cluster-2917.91967	ko00520
Cluster-2917.101504	ko00520
Cluster-2917.112445	ko00520
Cluster-24362.1	ko00520
Cluster-2917.143734	ko00520
Cluster-2917.167088	ko00520
Cluster-2917.105313	ko00520
Cluster-2917.163017	ko00520
Cluster-30442.0	ko00520
Cluster-42748.0	ko00520
Cluster-2917.104113	ko00520
Cluster-2917.113052	ko00520
Cluster-80684.0	ko00520
Cluster-85731.0	ko00520
Cluster-52963.0	ko00520
Cluster-82949.0	ko00520
Cluster-9824.0	ko00520
Cluster-2917.90806	ko00520
Cluster-42545.0	ko00520
Cluster-2917.140719	ko00520
Cluster-52476.1	ko00520
Cluster-2917.115991	ko00520
Cluster-14810.0	ko00520
Cluster-2917.171369	ko00053
Cluster-37600.0	ko00053
Cluster-2917.42381	ko00053
Cluster-71267.0	ko00053
Cluster-2917.95718	ko00053
Cluster-33085.0	ko00053
Cluster-2917.79961	ko00053
Cluster-97096.0	ko00053
Cluster-9824.0	ko00053
Cluster-23675.0	ko00053
Cluster-93018.0	ko00053
Cluster-57845.1	ko00053
Cluster-2917.101504	ko00053
Cluster-2917.140593	ko00053
Cluster-2917.98306	ko00053
Cluster-2917.166892	ko00053
Cluster-5911.0	ko00053
Cluster-93339.0	ko00053
Cluster-29923.0	ko00053
Cluster-2917.123583	ko00053
Cluster-2917.93035	ko00053
Cluster-2917.75132	ko00053
Cluster-2917.169269	ko00053
Cluster-2917.36103	ko00053
Cluster-96246.1	ko00650
Cluster-27992.0	ko00650
Cluster-61646.1	ko00650
Cluster-52296.0	ko00650
Cluster-2917.115079	ko00650
Cluster-2917.88874	ko00650
Cluster-79202.0	ko00650
Cluster-2917.168530	ko00650
Cluster-97581.0	ko00650
Cluster-2917.162758	ko00650
Cluster-2917.39036	ko00650
Cluster-2917.17719	ko00650
Cluster-2917.38443	ko00650
Cluster-32460.0	ko00650
Cluster-2917.148710	ko00650
Cluster-2917.20886	ko00650
Cluster-2917.164788	ko00650
Cluster-41612.0	ko00650
Cluster-90141.0	ko00650
Cluster-2917.39655	ko00650
Cluster-2917.147575	ko00650
Cluster-2917.16796	ko00650
Cluster-2917.18967	ko00650
Cluster-2917.16594	ko00650
Cluster-2917.10879	ko00650
Cluster-2917.102535	ko00650
Cluster-2917.160067	ko00650
Cluster-2917.42290	ko00650
Cluster-42391.0	ko00650
Cluster-49038.1	ko00650
Cluster-2917.34233	ko00650
Cluster-2917.163380	ko00650
Cluster-2917.167575	ko00650
Cluster-9004.0	ko00650
Cluster-2917.16798	ko00650
Cluster-2917.51437	ko00650
Cluster-2917.147081	ko00650
Cluster-51166.3	ko00650
Cluster-60858.1	ko00650
Cluster-2917.123128	ko00650
Cluster-28671.0	ko00650
Cluster-25333.0	ko00650
Cluster-2917.113182	ko00650
Cluster-2917.77083	ko00650
Cluster-84315.0	ko00650
Cluster-2917.52230	ko00650
Cluster-11625.0	ko00650
Cluster-75599.0	ko00650
Cluster-2917.148715	ko00650
Cluster-39302.0	ko00650
Cluster-3811.1	ko00650
Cluster-2917.59800	ko00650
Cluster-2917.168101	ko00650
Cluster-62962.0	ko00650
Cluster-63685.1	ko00650
Cluster-2917.1145	ko00650
Cluster-55172.0	ko00020
Cluster-95041.0	ko00020
Cluster-2917.105646	ko00020
Cluster-24322.0	ko00020
Cluster-23662.0	ko00020
Cluster-2917.28075	ko00020
Cluster-85288.0	ko00020
Cluster-89665.1	ko00020
Cluster-75399.0	ko00020
Cluster-6171.2	ko00020
Cluster-75463.0	ko00020
Cluster-2917.45204	ko00020
Cluster-23689.1	ko00020
Cluster-70484.0	ko00020
Cluster-75899.0	ko00020
Cluster-2917.38632	ko00020
Cluster-2917.12851	ko00020
Cluster-2917.163021	ko00020
Cluster-34432.0	ko00020
Cluster-2917.159929	ko00020
Cluster-2917.31774	ko00020
Cluster-2917.564	ko00020
Cluster-2917.117254	ko00020
Cluster-33265.1	ko00020
Cluster-22882.0	ko00020
Cluster-2917.151273	ko00020
Cluster-2917.63723	ko00020
Cluster-26118.1	ko00020
Cluster-15214.0	ko00020
Cluster-61444.0	ko00020
Cluster-63561.1	ko00020
Cluster-2917.3549	ko00020
Cluster-2917.102847	ko00020
Cluster-2917.105280	ko00020
Cluster-29397.0	ko00020
Cluster-2917.158549	ko00020
Cluster-76208.0	ko00020
Cluster-2917.644	ko00020
Cluster-38230.0	ko00020
Cluster-64050.0	ko00020
Cluster-83178.0	ko00020
Cluster-65401.0	ko00020
Cluster-23689.2	ko00020
Cluster-2917.15180	ko00020
Cluster-37693.0	ko00020
Cluster-2917.156143	ko00020
Cluster-22983.0	ko00020
Cluster-85593.1	ko00020
Cluster-63385.2	ko00020
Cluster-90512.0	ko00020
Cluster-2917.24407	ko00020
Cluster-57380.0	ko00020
Cluster-2917.155823	ko00020
Cluster-2917.1831	ko00020
Cluster-42424.0	ko00020
Cluster-72801.2	ko00020
Cluster-63690.1	ko00020
Cluster-72613.2	ko00020
Cluster-2917.159930	ko00020
Cluster-2917.29507	ko00020
Cluster-2917.155200	ko00020
Cluster-11036.0	ko00020
Cluster-2917.104083	ko00020
Cluster-35233.1	ko00020
Cluster-2917.135320	ko00020
Cluster-42653.0	ko00020
Cluster-37094.0	ko00020
Cluster-2917.150743	ko00020
Cluster-74880.1	ko00020
Cluster-2917.6554	ko00020
Cluster-46763.0	ko00020
Cluster-10028.1	ko00020
Cluster-14282.0	ko00020
Cluster-2917.101589	ko00020
Cluster-2917.104667	ko00020
Cluster-71429.1	ko00020
Cluster-2917.16093	ko00020
Cluster-23201.0	ko00020
Cluster-2917.146218	ko00020
Cluster-2917.111392	ko00051
Cluster-2917.66918	ko00051
Cluster-809.0	ko00051
Cluster-2917.17779	ko00051
Cluster-2917.13186	ko00051
Cluster-96050.0	ko00051
Cluster-61981.3	ko00051
Cluster-2917.75508	ko00051
Cluster-908.0	ko00051
Cluster-2917.91967	ko00051
Cluster-52476.1	ko00051
Cluster-2917.105713	ko00051
Cluster-2917.79681	ko00051
Cluster-2917.90806	ko00051
Cluster-2917.122022	ko00051
Cluster-2917.116311	ko00051
Cluster-2917.96269	ko00051
Cluster-37304.0	ko00051
Cluster-72494.2	ko00051
Cluster-2917.131439	ko00051
Cluster-2917.39318	ko00051
Cluster-140.0	ko00051
Cluster-29395.0	ko00052
Cluster-24329.0	ko00052
Cluster-8777.0	ko00052
Cluster-2917.122022	ko00052
Cluster-2917.167088	ko00052
Cluster-2917.96269	ko00052
Cluster-2917.128787	ko00052
Cluster-2917.104113	ko00052
Cluster-2917.99982	ko00052
Cluster-2917.17	ko00052
Cluster-2917.131269	ko00052
Cluster-82949.0	ko00052
Cluster-2917.2606	ko00052
Cluster-2917.117544	ko00052
Cluster-2917.109146	ko00052
Cluster-80463.0	ko00052
Cluster-94689.0	ko00052
Cluster-14810.0	ko00052
Cluster-2917.75508	ko00052
Cluster-2917.112445	ko00052
Cluster-2917.104114	ko00052
Cluster-2917.79681	ko00052
Cluster-2917.96220	ko00052
Cluster-41063.0	ko00052
Cluster-42545.0	ko00052
Cluster-2917.131439	ko00010
Cluster-90512.0	ko00010
Cluster-66476.0	ko00010
Cluster-19552.0	ko00010
Cluster-2917.192	ko00010
Cluster-79855.1	ko00010
Cluster-2917.122022	ko00010
Cluster-38230.0	ko00010
Cluster-97096.0	ko00010
Cluster-2917.115669	ko00010
Cluster-64050.0	ko00010
Cluster-83178.0	ko00010
Cluster-2917.15180	ko00010
Cluster-2917.102060	ko00010
Cluster-2917.156143	ko00010
Cluster-25801.0	ko00010
Cluster-22983.0	ko00010
Cluster-14264.6	ko00010
Cluster-52963.0	ko00010
Cluster-42653.0	ko00010
Cluster-37094.0	ko00010
Cluster-71267.0	ko00010
Cluster-14282.0	ko00010
Cluster-2917.116311	ko00010
Cluster-2917.101589	ko00010
Cluster-90126.0	ko00010
Cluster-28880.0	ko00010
Cluster-2917.160396	ko00010
Cluster-2917.105713	ko00010
Cluster-41063.0	ko00010
Cluster-39381.0	ko00010
Cluster-95678.0	ko00010
Cluster-29923.0	ko00010
Cluster-5911.0	ko00010
Cluster-2917.169269	ko00010
Cluster-2917.13186	ko00010
Cluster-2917.79682	ko00010
Cluster-2917.35785	ko00010
Cluster-199.0	ko00010
Cluster-19708.0	ko00010
Cluster-2917.163017	ko00010
Cluster-37304.0	ko00010
Cluster-2917.16172	ko00010
Cluster-2917.38632	ko00010
Cluster-33085.0	ko00010
Cluster-2917.27747	ko00010
Cluster-31804.0	ko00010
Cluster-2917.105646	ko00010
Cluster-26607.0	ko00010
Cluster-72391.0	ko00010
Cluster-57845.1	ko00010
Cluster-2917.166892	ko00010
Cluster-93339.0	ko00010
Cluster-80373.1	ko00010
Cluster-2917.29991	ko00010
Cluster-2917.75132	ko00010
Cluster-2917.118648	ko00010
Cluster-37600.0	ko00010
Cluster-140.0	ko00010
Cluster-63561.1	ko00010
Cluster-2917.102847	ko00010
Cluster-61024.0	ko00010
Cluster-76208.0	ko00010
Cluster-2917.42943	ko00010
Cluster-2917.29998	ko00010
Cluster-2917.96220	ko00010
Cluster-2917.112445	ko00010
Cluster-93018.0	ko00010
Cluster-2917.117544	ko00010
Cluster-2917.151293	ko00010
Cluster-2917.36103	ko00010
Cluster-2917.1944	ko00010
Cluster-36263.0	ko00630
Cluster-2917.15739	ko00630
Cluster-2917.564	ko00630
Cluster-81143.0	ko00630
Cluster-2917.158412	ko00630
Cluster-2917.20200	ko00630
Cluster-2917.168530	ko00630
Cluster-22882.0	ko00630
Cluster-2917.151273	ko00630
Cluster-26118.1	ko00630
Cluster-2917.151040	ko00630
Cluster-2917.5066	ko00630
Cluster-33265.1	ko00630
Cluster-2917.159717	ko00630
Cluster-52296.0	ko00630
Cluster-63561.1	ko00630
Cluster-53288.0	ko00630
Cluster-40594.0	ko00630
Cluster-69431.0	ko00630
Cluster-2917.644	ko00630
Cluster-76208.0	ko00630
Cluster-90141.0	ko00630
Cluster-2917.26039	ko00630
Cluster-2917.105280	ko00630
Cluster-2917.8185	ko00630
Cluster-52778.0	ko00630
Cluster-2917.51437	ko00630
Cluster-2917.140458	ko00630
Cluster-51166.3	ko00630
Cluster-2917.142688	ko00630
Cluster-24322.0	ko00630
Cluster-2917.105646	ko00630
Cluster-2917.858	ko00630
Cluster-2917.34233	ko00630
Cluster-75399.0	ko00630
Cluster-2917.122321	ko00630
Cluster-85288.0	ko00630
Cluster-2917.58582	ko00630
Cluster-2917.38632	ko00630
Cluster-3811.1	ko00630
Cluster-23689.1	ko00630
Cluster-2917.59800	ko00630
Cluster-2917.31774	ko00630
Cluster-2917.113182	ko00630
Cluster-5479.0	ko00630
Cluster-2917.159929	ko00630
Cluster-39302.0	ko00630
Cluster-2917.33951	ko00630
Cluster-31485.0	ko00630
Cluster-32460.0	ko00630
Cluster-2917.50159	ko00630
Cluster-37242.8	ko00630
Cluster-2917.159930	ko00630
Cluster-2917.39036	ko00630
Cluster-39859.0	ko00630
Cluster-43047.0	ko00630
Cluster-2917.115079	ko00630
Cluster-39025.0	ko00630
Cluster-2917.155200	ko00630
Cluster-88779.0	ko00630
Cluster-55437.1	ko00630
Cluster-45144.0	ko00630
Cluster-2917.27886	ko00630
Cluster-90607.1	ko00630
Cluster-2917.18967	ko00630
Cluster-47998.0	ko00630
Cluster-3180.0	ko00630
Cluster-44273.0	ko00630
Cluster-42653.0	ko00630
Cluster-37094.0	ko00630
Cluster-49177.0	ko00630
Cluster-18996.0	ko00630
Cluster-14282.0	ko00630
Cluster-23689.2	ko00630
Cluster-2917.15180	ko00630
Cluster-64050.0	ko00630
Cluster-30708.0	ko00630
Cluster-83178.0	ko00630
Cluster-2917.159394	ko00630
Cluster-2917.156599	ko00630
Cluster-2917.142364	ko00630
Cluster-2917.48814	ko00630
Cluster-38230.0	ko00630
Cluster-85593.1	ko00630
Cluster-2917.168319	ko00630
Cluster-63385.2	ko00630
Cluster-2917.163380	ko00630
Cluster-2917.42655	ko00630
Cluster-2917.55272	ko00630
Cluster-22983.0	ko00630
Cluster-2917.160067	ko00630
Cluster-2917.96219	ko00630
Cluster-2917.156143	ko00630
Cluster-19992.0	ko00630
Cluster-13408.0	ko00630
Cluster-2917.98491	ko00630
Cluster-27602.0	ko00630
Cluster-2917.154852	ko00630
Cluster-42424.0	ko00630
Cluster-2917.86754	ko00562
Cluster-2917.124227	ko00562
Cluster-11516.0	ko00562
Cluster-2917.167571	ko00562
Cluster-54.0	ko00562
Cluster-2917.118084	ko00562
Cluster-2917.167585	ko00562
Cluster-2917.116311	ko00562
Cluster-2917.117960	ko00562
Cluster-2917.98306	ko00562
Cluster-2917.6646	ko00562
Cluster-2917.135277	ko00562
Cluster-2917.141981	ko00562
Cluster-2917.131801	ko00562
Cluster-2917.13186	ko00562
Cluster-2917.147438	ko00562
Cluster-80176.3	ko00562
Cluster-2917.31383	ko00562
Cluster-37600.0	ko00040
Cluster-2917.9218	ko00040
Cluster-2917.42381	ko00040
Cluster-81802.2	ko00040
Cluster-2917.96269	ko00040
Cluster-2917.119931	ko00040
Cluster-90619.0	ko00040
Cluster-2917.79961	ko00040
Cluster-33085.0	ko00040
Cluster-2917.51338	ko00040
Cluster-2917.27747	ko00040
Cluster-2917.79681	ko00040
Cluster-63372.0	ko00040
Cluster-2917.137400	ko00040
Cluster-9824.0	ko00040
Cluster-2917.101504	ko00040
Cluster-2917.75508	ko00040
Cluster-2917.96772	ko00040
Cluster-2917.33928	ko00040
Cluster-908.0	ko00040
Cluster-2917.140593	ko00040
Cluster-96050.0	ko00040
Cluster-5911.0	ko00040
Cluster-61981.3	ko00040
Cluster-2917.166892	ko00040
Cluster-2917.123583	ko00040
Cluster-809.0	ko00040
Cluster-2917.75132	ko00040
Cluster-2917.36103	ko00040
Cluster-2917.79682	ko00040
Cluster-4808.0	ko00030
Cluster-65253.20	ko00030
Cluster-2917.147273	ko00030
Cluster-2917.1944	ko00030
Cluster-52963.0	ko00030
Cluster-2917.93035	ko00030
Cluster-34579.0	ko00030
Cluster-2917.105713	ko00030
Cluster-2917.78133	ko00030
Cluster-41063.0	ko00030
Cluster-2917.96220	ko00030
Cluster-2917.112445	ko00030
Cluster-52907.0	ko00030
Cluster-11325.0	ko00030
Cluster-51017.0	ko00030
Cluster-58019.0	ko00030
Cluster-2917.122022	ko00030
Cluster-2917.131247	ko00030
Cluster-87988.3	ko00030
Cluster-2917.131439	ko00030
Cluster-2917.163017	ko00030
Cluster-2917.9218	ko00030
Cluster-140.0	ko00030
Cluster-55800.0	ko00030
Cluster-16250.0	ko00030
Cluster-37304.0	ko00030
Cluster-2917.119931	ko00030
Cluster-2917.95718	ko00030
Cluster-2917.124042	ko00030
Cluster-89248.0	ko00030
Cluster-2917.160396	ko00640
Cluster-43047.0	ko00640
Cluster-2917.39036	ko00640
Cluster-2917.15739	ko00640
Cluster-2917.29998	ko00640
Cluster-37242.8	ko00640
Cluster-69535.2	ko00640
Cluster-2917.54157	ko00640
Cluster-32460.0	ko00640
Cluster-84374.6	ko00640
Cluster-52296.0	ko00640
Cluster-45144.0	ko00640
Cluster-2917.168530	ko00640
Cluster-2917.115079	ko00640
Cluster-2917.20200	ko00640
Cluster-79202.0	ko00640
Cluster-2917.11050	ko00640
Cluster-2917.167571	ko00640
Cluster-2917.118648	ko00640
Cluster-44273.0	ko00640
Cluster-10028.1	ko00640
Cluster-3180.0	ko00640
Cluster-90607.1	ko00640
Cluster-2917.18967	ko00640
Cluster-47998.0	ko00640
Cluster-2917.3549	ko00640
Cluster-29397.0	ko00640
Cluster-50036.0	ko00640
Cluster-90141.0	ko00640
Cluster-2917.167585	ko00640
Cluster-69431.0	ko00640
Cluster-31804.0	ko00640
Cluster-2917.113322	ko00640
Cluster-51166.3	ko00640
Cluster-2917.6646	ko00640
Cluster-2917.142364	ko00640
Cluster-2917.115669	ko00640
Cluster-2917.51437	ko00640
Cluster-2917.147081	ko00640
Cluster-30708.0	ko00640
Cluster-2917.31383	ko00640
Cluster-2917.160067	ko00640
Cluster-80176.3	ko00640
Cluster-9004.0	ko00640
Cluster-80373.1	ko00640
Cluster-2917.34233	ko00640
Cluster-2917.29991	ko00640
Cluster-2917.163380	ko00640
Cluster-11516.0	ko00640
Cluster-2917.59800	ko00640
Cluster-27602.0	ko00640
Cluster-3811.1	ko00640
Cluster-2917.1145	ko00640
Cluster-62962.0	ko00640
Cluster-2917.168101	ko00640
Cluster-2917.33951	ko00640
Cluster-2917.79921	ko00640
Cluster-39302.0	ko00640
Cluster-2917.77083	ko00640
Cluster-5479.0	ko00640
Cluster-84315.0	ko00640
Cluster-2917.113182	ko00640
Cluster-38230.0	ko00620
Cluster-97096.0	ko00620
Cluster-2917.115669	ko00620
Cluster-83178.0	ko00620
Cluster-64050.0	ko00620
Cluster-2917.15180	ko00620
Cluster-37693.0	ko00620
Cluster-2917.156143	ko00620
Cluster-2917.160067	ko00620
Cluster-22983.0	ko00620
Cluster-14264.6	ko00620
Cluster-2917.163380	ko00620
Cluster-2917.98491	ko00620
Cluster-2917.24407	ko00620
Cluster-90512.0	ko00620
Cluster-57380.0	ko00620
Cluster-2917.192	ko00620
Cluster-2917.160396	ko00620
Cluster-2917.39036	ko00620
Cluster-2917.29507	ko00620
Cluster-2917.129357	ko00620
Cluster-32460.0	ko00620
Cluster-71282.0	ko00620
Cluster-5911.0	ko00620
Cluster-29923.0	ko00620
Cluster-2917.104083	ko00620
Cluster-2917.115079	ko00620
Cluster-2917.169269	ko00620
Cluster-42653.0	ko00620
Cluster-37094.0	ko00620
Cluster-2917.150743	ko00620
Cluster-2917.6554	ko00620
Cluster-74880.1	ko00620
Cluster-71267.0	ko00620
Cluster-2917.18967	ko00620
Cluster-14282.0	ko00620
Cluster-2917.101589	ko00620
Cluster-18996.0	ko00620
Cluster-51166.3	ko00620
Cluster-31804.0	ko00620
Cluster-55172.0	ko00620
Cluster-2917.142688	ko00620
Cluster-95041.0	ko00620
Cluster-2917.105646	ko00620
Cluster-2917.51437	ko00620
Cluster-2917.140458	ko00620
Cluster-57845.1	ko00620
Cluster-2917.28075	ko00620
Cluster-2917.166892	ko00620
Cluster-93339.0	ko00620
Cluster-80373.1	ko00620
Cluster-89665.1	ko00620
Cluster-2917.34233	ko00620
Cluster-75399.0	ko00620
Cluster-2917.160783	ko00620
Cluster-2917.75132	ko00620
Cluster-2917.29991	ko00620
Cluster-2917.59800	ko00620
Cluster-19708.0	ko00620
Cluster-6171.2	ko00620
Cluster-3811.1	ko00620
Cluster-75899.0	ko00620
Cluster-2917.38632	ko00620
Cluster-2917.12851	ko00620
Cluster-33085.0	ko00620
Cluster-31485.0	ko00620
Cluster-34432.0	ko00620
Cluster-39302.0	ko00620
Cluster-2917.113182	ko00620
Cluster-2917.29998	ko00620
Cluster-93018.0	ko00620
Cluster-52296.0	ko00620
Cluster-96418.4	ko00620
Cluster-2917.168530	ko00620
Cluster-2917.36103	ko00620
Cluster-2917.118648	ko00620
Cluster-37600.0	ko00620
Cluster-63561.1	ko00620
Cluster-61444.0	ko00620
Cluster-2917.102847	ko00620
Cluster-2917.8185	ko00620
Cluster-76208.0	ko00620
Cluster-90141.0	ko00620
Cluster-2917.42943	ko00620
Cluster-2917.644	ko00620
Cluster-2917.123583	ko00500
Cluster-52963.0	ko00500
Cluster-88935.0	ko00500
Cluster-2917.1944	ko00500
Cluster-85731.0	ko00500
Cluster-2917.18005	ko00500
Cluster-58989.0	ko00500
Cluster-2917.112445	ko00500
Cluster-2917.101504	ko00500
Cluster-2917.140593	ko00500
Cluster-68250.0	ko00500
Cluster-2917.137400	ko00500
Cluster-2917.96220	ko00500
Cluster-41063.0	ko00500
Cluster-9824.0	ko00500
Cluster-2917.106217	ko00500
Cluster-2917.34932	ko00500
Cluster-2917.143734	ko00500
Cluster-2917.79961	ko00500
Cluster-2917.26784	ko00500
Cluster-2917.51338	ko00500
Cluster-2917.90337	ko00500
Cluster-1155.1	ko00500
Cluster-78277.0	ko00500
Cluster-2917.163017	ko00500
Cluster-60039.0	ko00500
Cluster-2917.35198	ko00500
Cluster-2917.42381	ko00500
Cluster-2917.17105	ko00910
Cluster-2917.160943	ko00910
Cluster-72233.0	ko00910
Cluster-36522.0	ko00910
Cluster-49177.0	ko00910
Cluster-36363.0	ko00910
Cluster-43144.0	ko00910
Cluster-16760.0	ko00910
Cluster-2917.159717	ko00910
Cluster-2917.96219	ko00910
Cluster-80842.0	ko00910
Cluster-2917.27886	ko00910
Cluster-23556.0	ko00910
Cluster-83380.0	ko00910
Cluster-2917.700	ko00910
Cluster-2917.158412	ko00910
Cluster-44284.0	ko00910
Cluster-2917.144762	ko00910
Cluster-2917.56534	ko00910
Cluster-38328.0	ko00190
Cluster-63129.0	ko00190
Cluster-2917.49780	ko00190
Cluster-2917.168852	ko00190
Cluster-52794.1	ko00190
Cluster-2917.161602	ko00190
Cluster-2917.83821	ko00190
Cluster-2917.111548	ko00190
Cluster-71016.0	ko00190
Cluster-2917.104071	ko00190
Cluster-2917.137931	ko00190
Cluster-72801.2	ko00190
Cluster-14079.0	ko00190
Cluster-2917.22029	ko00190
Cluster-2917.22024	ko00190
Cluster-2917.99563	ko00190
Cluster-2917.135320	ko00190
Cluster-2917.152564	ko00190
Cluster-2917.32578	ko00190
Cluster-8490.0	ko00190
Cluster-61805.0	ko00190
Cluster-52630.0	ko00190
Cluster-2917.43765	ko00190
Cluster-2917.79196	ko00190
Cluster-35177.3	ko00190
Cluster-87028.0	ko00190
Cluster-52794.0	ko00190
Cluster-19751.0	ko00190
Cluster-9561.0	ko00190
Cluster-63690.1	ko00190
Cluster-72613.2	ko00190
Cluster-10779.1	ko00190
Cluster-89681.3	ko00190
Cluster-2917.83929	ko00190
Cluster-2917.93560	ko00190
Cluster-2917.157577	ko00190
Cluster-2917.20678	ko00190
Cluster-2917.44278	ko00190
Cluster-2917.132589	ko00190
Cluster-2917.21622	ko00190
Cluster-2917.76264	ko00190
Cluster-35177.2	ko00190
Cluster-76218.0	ko00190
Cluster-2917.114411	ko00190
Cluster-2917.163021	ko00190
Cluster-35177.4	ko00190
Cluster-35177.1	ko00190
Cluster-37679.1	ko00190
Cluster-94469.3	ko00190
Cluster-74756.0	ko00190
Cluster-75463.0	ko00190
Cluster-70484.0	ko00190
Cluster-20938.1	ko00190
Cluster-80998.0	ko00190
Cluster-2917.28318	ko00190
Cluster-2917.99244	ko00190
Cluster-2917.117254	ko00190
Cluster-59437.0	ko00190
Cluster-2917.105092	ko00190
Cluster-65714.1	ko00190
Cluster-85564.0	ko00190
Cluster-2917.110274	ko00190
Cluster-2917.1342	ko00190
Cluster-2917.158549	ko00190
Cluster-2917.99301	ko00190
Cluster-1238.0	ko00190
Cluster-2917.22027	ko00190
Cluster-37679.4	ko00190
Cluster-64349.1	ko00190
Cluster-2917.161605	ko00190
Cluster-2917.45419	ko00190
Cluster-2917.131801	ko00920
Cluster-2917.21524	ko00920
Cluster-2917.146538	ko00920
Cluster-2917.97061	ko00920
Cluster-46836.0	ko00920
Cluster-81781.0	ko00920
Cluster-2917.172782	ko00920
Cluster-89559.0	ko00920
Cluster-66455.0	ko00920
Cluster-60614.0	ko00920
Cluster-2917.25111	ko00532
Cluster-2917.40413	ko00534
Cluster-8777.0	ko00533
Cluster-2917.40413	ko00533
Cluster-2917.137400	ko00531
Cluster-2917.115991	ko00531
Cluster-2917.143970	ko00531
Cluster-2917.146372	ko00531
Cluster-2917.15124	ko00531
Cluster-2917.67742	ko00531
Cluster-2917.51338	ko00531
Cluster-2917.57513	ko00531
Cluster-2917.98594	ko00531
Cluster-16881.2	ko00531
Cluster-2917.100587	ko00531
Cluster-16881.2	ko00604
Cluster-2917.115991	ko00604
Cluster-2917.76057	ko00603
Cluster-2917.36352	ko00603
Cluster-2917.77465	ko00603
Cluster-16881.2	ko00603
Cluster-2917.115991	ko00603
Cluster-2917.36352	ko00601
Cluster-16881.2	ko00601
Cluster-2917.115991	ko00601
Cluster-8777.0	ko00601
Cluster-2917.57884	ko00563
Cluster-2917.106424	ko00512
Cluster-2917.40413	ko00510
Cluster-2917.99294	ko00510
Cluster-2917.141887	ko00510
Cluster-2917.75415	ko00510
Cluster-2917.119195	ko00510
Cluster-2917.114737	ko00510
Cluster-2917.1970	ko00510
Cluster-2917.136915	ko00510
Cluster-2917.75402	ko00510
Cluster-8777.0	ko00510
Cluster-2917.115991	ko00511
Cluster-2917.117089	ko00511
Cluster-2917.22156	ko00511
Cluster-47607.0	ko00511
Cluster-2917.80997	ko00511
Cluster-2917.109624	ko00511
Cluster-16881.2	ko00511
Cluster-2917.113097	ko00511
Cluster-8777.0	ko00514
Cluster-2917.30566	ko00514
Cluster-60449.0	ko00514
Cluster-24309.2	ko00514
Cluster-2917.136915	ko00514
Cluster-49285.0	ko00514
Cluster-26047.3	ko00590
Cluster-2917.150602	ko00590
Cluster-2917.101556	ko00590
Cluster-2917.101299	ko00590
Cluster-2917.80191	ko00590
Cluster-2917.118404	ko00590
Cluster-2917.84330	ko00590
Cluster-2917.45100	ko00590
Cluster-2917.168200	ko00590
Cluster-570.0	ko00590
Cluster-2917.86807	ko00590
Cluster-802.0	ko00590
Cluster-2917.75230	ko00590
Cluster-2917.124421	ko01040
Cluster-2917.102645	ko01040
Cluster-2917.114403	ko01040
Cluster-82695.0	ko01040
Cluster-2917.1145	ko01040
Cluster-62962.0	ko01040
Cluster-2917.44281	ko01040
Cluster-2917.147081	ko01040
Cluster-2917.118404	ko00565
Cluster-2917.84330	ko00565
Cluster-2917.45100	ko00565
Cluster-13351.0	ko00565
Cluster-2917.126245	ko00565
Cluster-2917.80191	ko00565
Cluster-2917.106352	ko00565
Cluster-38231.0	ko00061
Cluster-81349.0	ko00061
Cluster-2917.127739	ko00061
Cluster-2917.37945	ko00061
Cluster-49044.0	ko00061
Cluster-40556.0	ko00061
Cluster-26497.0	ko00061
Cluster-23188.0	ko00061
Cluster-41874.0	ko00061
Cluster-45873.0	ko00071
Cluster-2917.17719	ko00071
Cluster-32460.0	ko00071
Cluster-2917.101841	ko00071
Cluster-2917.39036	ko00071
Cluster-2917.99764	ko00071
Cluster-2917.115079	ko00071
